Area,Boro,Area Type,Date,Median Price
NYC,All,City,4/1/09,3901
NYC,All,City,5/1/09,4009
NYC,All,City,6/1/09,4016
NYC,All,City,7/1/09,4088
NYC,All,City,8/1/09,3907
NYC,All,City,9/1/09,3711
NYC,All,City,10/1/09,3625
NYC,All,City,11/1/09,3542
NYC,All,City,12/1/09,3598
NYC,All,City,1/1/10,3637
NYC,All,City,2/1/10,3587
NYC,All,City,3/1/10,3233
NYC,All,City,4/1/10,3371
NYC,All,City,5/1/10,3232
NYC,All,City,6/1/10,3054
NYC,All,City,7/1/10,2866
NYC,All,City,8/1/10,2730
NYC,All,City,9/1/10,2607
NYC,All,City,10/1/10,2474
NYC,All,City,11/1/10,2292
NYC,All,City,12/1/10,2184
NYC,All,City,1/1/11,2311
NYC,All,City,2/1/11,2419
NYC,All,City,3/1/11,2728
NYC,All,City,4/1/11,2635
NYC,All,City,5/1/11,2740
NYC,All,City,6/1/11,2657
NYC,All,City,7/1/11,2457
NYC,All,City,8/1/11,2575
NYC,All,City,9/1/11,2593
NYC,All,City,10/1/11,2506
NYC,All,City,11/1/11,2403
NYC,All,City,10/1/11,2506
NYC,All,City,1/1/12,2722
NYC,All,City,2/1/12,2814
NYC,All,City,3/1/12,3113
NYC,All,City,4/1/12,3236
NYC,All,City,5/1/12,3588
NYC,All,City,6/1/12,3927
NYC,All,City,7/1/12,4067
NYC,All,City,5/1/09,4009
NYC,All,City,9/1/12,3696
NYC,All,City,10/1/12,3863
NYC,All,City,11/1/12,3828
NYC,All,City,12/1/12,3959
NYC,All,City,1/1/13,4805
NYC,All,City,2/1/13,4976
NYC,All,City,3/1/13,5493
NYC,All,City,4/1/13,5952
NYC,All,City,5/1/13,6134
NYC,All,City,6/1/13,6339
NYC,All,City,7/1/13,6572
NYC,All,City,8/1/13,6714
NYC,All,City,9/1/13,6250
NYC,All,City,10/1/13,6822
NYC,All,City,11/1/13,6460
NYC,All,City,12/1/13,6415
NYC,All,City,1/1/14,6820
NYC,All,City,2/1/14,7076
NYC,All,City,3/1/14,7813
NYC,All,City,4/1/14,8244
NYC,All,City,5/1/14,8054
NYC,All,City,6/1/14,7760
NYC,All,City,7/1/14,8776
NYC,All,City,8/1/14,8938
NYC,All,City,9/1/14,8697
NYC,All,City,10/1/14,8639
NYC,All,City,11/1/14,8374
NYC,All,City,12/1/14,8149
NYC,All,City,1/1/15,8568
NYC,All,City,2/1/15,8539
NYC,All,City,3/1/15,9088
NYC,All,City,4/1/15,9445
NYC,All,City,5/1/15,9687
NYC,All,City,6/1/15,9971
NYC,All,City,7/1/15,10267
NYC,All,City,8/1/15,10367
NYC,All,City,9/1/15,9799
NYC,All,City,10/1/15,9586
NYC,All,City,11/1/15,8668
NYC,All,City,12/1/15,11292
NYC,All,City,1/1/16,12100
NYC,All,City,2/1/16,12164
NYC,All,City,3/1/16,12983
NYC,All,City,4/1/16,12324
NYC,All,City,5/1/16,13030
NYC,All,City,6/1/16,13815
NYC,All,City,7/1/16,14100
NYC,All,City,8/1/16,14626
NYC,All,City,9/1/16,14494
NYC,All,City,10/1/16,13962
NYC,All,City,11/1/16,13659
NYC,All,City,12/1/16,12783
NYC,All,City,1/1/17,14636
NYC,All,City,2/1/17,14638
NYC,All,City,3/1/17,16523
NYC,All,City,4/1/17,16283
NYC,All,City,5/1/17,17852
Manhattan,Manhattan,Borough,4/1/09,3390
Manhattan,Manhattan,Borough,5/1/09,3503
Manhattan,Manhattan,Borough,6/1/09,3446
Manhattan,Manhattan,Borough,7/1/09,3478
Manhattan,Manhattan,Borough,8/1/09,3330
Manhattan,Manhattan,Borough,9/1/09,3143
Manhattan,Manhattan,Borough,10/1/09,3048
Manhattan,Manhattan,Borough,11/1/09,2982
Manhattan,Manhattan,Borough,12/1/09,2937
Manhattan,Manhattan,Borough,1/1/10,2968
Manhattan,Manhattan,Borough,2/1/10,3024
Manhattan,Manhattan,Borough,3/1/10,2700
Manhattan,Manhattan,Borough,4/1/10,2796
Manhattan,Manhattan,Borough,5/1/10,2678
Manhattan,Manhattan,Borough,6/1/10,2584
Manhattan,Manhattan,Borough,7/1/10,2400
Manhattan,Manhattan,Borough,8/1/10,2287
Manhattan,Manhattan,Borough,9/1/10,2207
Manhattan,Manhattan,Borough,10/1/10,2080
Manhattan,Manhattan,Borough,11/1/10,1949
Manhattan,Manhattan,Borough,12/1/10,1868
Manhattan,Manhattan,Borough,1/1/11,1962
Manhattan,Manhattan,Borough,2/1/11,2050
Manhattan,Manhattan,Borough,3/1/11,2295
Manhattan,Manhattan,Borough,4/1/11,2236
Manhattan,Manhattan,Borough,5/1/11,2278
Manhattan,Manhattan,Borough,6/1/11,2208
Manhattan,Manhattan,Borough,7/1/11,2055
Manhattan,Manhattan,Borough,8/1/11,2202
Manhattan,Manhattan,Borough,9/1/11,2190
Manhattan,Manhattan,Borough,10/1/11,2138
Manhattan,Manhattan,Borough,11/1/11,2052
Manhattan,Manhattan,Borough,12/1/11,2024
Manhattan,Manhattan,Borough,1/1/12,2244
Manhattan,Manhattan,Borough,3/1/11,2295
Manhattan,Manhattan,Borough,3/1/12,2560
Manhattan,Manhattan,Borough,4/1/12,2662
Manhattan,Manhattan,Borough,5/1/12,2956
Manhattan,Manhattan,Borough,6/1/12,3228
Manhattan,Manhattan,Borough,7/1/12,3279
Manhattan,Manhattan,Borough,8/1/12,3202
Manhattan,Manhattan,Borough,9/1/12,2867
Manhattan,Manhattan,Borough,10/1/12,2919
Manhattan,Manhattan,Borough,11/1/12,2942
Manhattan,Manhattan,Borough,12/1/12,3102
Manhattan,Manhattan,Borough,1/1/13,3745
Manhattan,Manhattan,Borough,2/1/13,3849
Manhattan,Manhattan,Borough,3/1/13,4302
Manhattan,Manhattan,Borough,4/1/13,4704
Manhattan,Manhattan,Borough,5/1/13,4845
Manhattan,Manhattan,Borough,6/1/13,4979
Manhattan,Manhattan,Borough,7/1/13,5079
Manhattan,Manhattan,Borough,8/1/13,5026
Manhattan,Manhattan,Borough,9/1/13,4528
Manhattan,Manhattan,Borough,10/1/13,4803
Manhattan,Manhattan,Borough,11/1/13,4396
Manhattan,Manhattan,Borough,12/1/13,4300
Manhattan,Manhattan,Borough,1/1/14,4512
Manhattan,Manhattan,Borough,2/1/14,4772
Manhattan,Manhattan,Borough,3/1/14,5343
Manhattan,Manhattan,Borough,4/1/14,5685
Manhattan,Manhattan,Borough,5/1/14,5546
Manhattan,Manhattan,Borough,6/1/14,5233
Manhattan,Manhattan,Borough,7/1/14,5862
Manhattan,Manhattan,Borough,8/1/14,5761
Manhattan,Manhattan,Borough,9/1/14,5509
Manhattan,Manhattan,Borough,10/1/14,5408
Manhattan,Manhattan,Borough,11/1/14,4914
Manhattan,Manhattan,Borough,12/1/14,4760
Manhattan,Manhattan,Borough,1/1/15,5131
Manhattan,Manhattan,Borough,2/1/15,5039
Manhattan,Manhattan,Borough,3/1/15,5495
Manhattan,Manhattan,Borough,4/1/15,5901
Manhattan,Manhattan,Borough,5/1/15,5987
Manhattan,Manhattan,Borough,6/1/15,6087
Manhattan,Manhattan,Borough,7/1/15,6344
Manhattan,Manhattan,Borough,8/1/15,6176
Manhattan,Manhattan,Borough,9/1/15,5571
Manhattan,Manhattan,Borough,10/1/15,5551
Manhattan,Manhattan,Borough,11/1/15,4929
Manhattan,Manhattan,Borough,12/1/15,6941
Manhattan,Manhattan,Borough,1/1/16,7514
Manhattan,Manhattan,Borough,2/1/16,7634
Manhattan,Manhattan,Borough,3/1/16,8087
Manhattan,Manhattan,Borough,4/1/16,7395
Manhattan,Manhattan,Borough,5/1/16,7844
Manhattan,Manhattan,Borough,6/1/16,8407
Manhattan,Manhattan,Borough,7/1/16,8553
Manhattan,Manhattan,Borough,8/1/16,8844
Manhattan,Manhattan,Borough,9/1/16,8861
Manhattan,Manhattan,Borough,10/1/16,8577
Manhattan,Manhattan,Borough,11/1/16,8153
Manhattan,Manhattan,Borough,12/1/16,7623
Manhattan,Manhattan,Borough,1/1/17,8428
Manhattan,Manhattan,Borough,2/1/17,8276
Manhattan,Manhattan,Borough,3/1/17,9112
Manhattan,Manhattan,Borough,4/1/17,9007
Manhattan,Manhattan,Borough,5/1/17,9812
All Downtown,Manhattan,Submarket,4/1/09,1029
All Downtown,Manhattan,Submarket,5/1/09,1057
All Downtown,Manhattan,Submarket,6/1/09,1014
All Downtown,Manhattan,Submarket,7/1/09,998
All Downtown,Manhattan,Submarket,8/1/09,953
All Downtown,Manhattan,Submarket,9/1/09,868
All Downtown,Manhattan,Submarket,10/1/09,823
All Downtown,Manhattan,Submarket,11/1/09,799
All Downtown,Manhattan,Submarket,12/1/09,795
All Downtown,Manhattan,Submarket,1/1/10,830
All Downtown,Manhattan,Submarket,2/1/10,852
All Downtown,Manhattan,Submarket,3/1/10,750
All Downtown,Manhattan,Submarket,4/1/10,811
All Downtown,Manhattan,Submarket,5/1/10,778
All Downtown,Manhattan,Submarket,6/1/10,745
All Downtown,Manhattan,Submarket,7/1/10,706
All Downtown,Manhattan,Submarket,8/1/10,688
All Downtown,Manhattan,Submarket,9/1/10,675
All Downtown,Manhattan,Submarket,10/1/10,632
All Downtown,Manhattan,Submarket,11/1/10,577
All Downtown,Manhattan,Submarket,12/1/10,573
All Downtown,Manhattan,Submarket,1/1/11,624
All Downtown,Manhattan,Submarket,2/1/11,626
All Downtown,Manhattan,Submarket,3/1/11,687
All Downtown,Manhattan,Submarket,4/1/11,689
All Downtown,Manhattan,Submarket,5/1/11,682
All Downtown,Manhattan,Submarket,6/1/11,698
All Downtown,Manhattan,Submarket,7/1/11,703
All Downtown,Manhattan,Submarket,8/1/11,725
All Downtown,Manhattan,Submarket,9/1/11,672
All Downtown,Manhattan,Submarket,10/1/11,654
All Downtown,Manhattan,Submarket,2/1/11,626
All Downtown,Manhattan,Submarket,12/1/11,650
All Downtown,Manhattan,Submarket,1/1/12,744
All Downtown,Manhattan,Submarket,2/1/12,730
All Downtown,Manhattan,Submarket,3/1/12,837
All Downtown,Manhattan,Submarket,4/1/12,900
All Downtown,Manhattan,Submarket,5/1/12,988
All Downtown,Manhattan,Submarket,6/1/12,1115
All Downtown,Manhattan,Submarket,7/1/12,1157
All Downtown,Manhattan,Submarket,8/1/12,1097
All Downtown,Manhattan,Submarket,9/1/12,964
All Downtown,Manhattan,Submarket,10/1/12,954
All Downtown,Manhattan,Submarket,11/1/12,950
All Downtown,Manhattan,Submarket,12/1/12,1019
All Downtown,Manhattan,Submarket,1/1/13,1283
All Downtown,Manhattan,Submarket,2/1/13,1371
All Downtown,Manhattan,Submarket,3/1/13,1559
All Downtown,Manhattan,Submarket,4/1/13,1738
All Downtown,Manhattan,Submarket,5/1/13,1768
All Downtown,Manhattan,Submarket,6/1/13,1771
All Downtown,Manhattan,Submarket,7/1/13,1779
All Downtown,Manhattan,Submarket,8/1/13,1749
All Downtown,Manhattan,Submarket,9/1/13,1557
All Downtown,Manhattan,Submarket,10/1/13,1689
All Downtown,Manhattan,Submarket,11/1/13,1432
All Downtown,Manhattan,Submarket,12/1/13,1417
All Downtown,Manhattan,Submarket,1/1/14,1550
All Downtown,Manhattan,Submarket,2/1/14,1746
All Downtown,Manhattan,Submarket,3/1/14,2082
All Downtown,Manhattan,Submarket,4/1/14,2431
All Downtown,Manhattan,Submarket,5/1/14,2187
All Downtown,Manhattan,Submarket,6/1/14,1842
All Downtown,Manhattan,Submarket,7/1/14,1977
All Downtown,Manhattan,Submarket,8/1/14,1991
All Downtown,Manhattan,Submarket,9/1/14,1856
All Downtown,Manhattan,Submarket,10/1/14,1807
All Downtown,Manhattan,Submarket,11/1/14,1652
All Downtown,Manhattan,Submarket,12/1/14,1649
All Downtown,Manhattan,Submarket,1/1/15,1763
All Downtown,Manhattan,Submarket,2/1/15,1656
All Downtown,Manhattan,Submarket,3/1/15,1823
All Downtown,Manhattan,Submarket,4/1/15,1894
All Downtown,Manhattan,Submarket,3/1/14,2082
All Downtown,Manhattan,Submarket,6/1/15,2131
All Downtown,Manhattan,Submarket,7/1/15,2227
All Downtown,Manhattan,Submarket,8/1/15,2180
All Downtown,Manhattan,Submarket,9/1/15,1947
All Downtown,Manhattan,Submarket,10/1/15,1890
All Downtown,Manhattan,Submarket,11/1/15,1628
All Downtown,Manhattan,Submarket,12/1/15,2247
All Downtown,Manhattan,Submarket,1/1/16,2443
All Downtown,Manhattan,Submarket,2/1/16,2548
All Downtown,Manhattan,Submarket,3/1/16,2786
All Downtown,Manhattan,Submarket,4/1/16,2805
All Downtown,Manhattan,Submarket,5/1/16,2913
All Downtown,Manhattan,Submarket,6/1/16,3062
All Downtown,Manhattan,Submarket,7/1/16,3055
All Downtown,Manhattan,Submarket,8/1/16,3200
All Downtown,Manhattan,Submarket,9/1/16,2880
All Downtown,Manhattan,Submarket,10/1/16,2749
All Downtown,Manhattan,Submarket,11/1/16,2601
All Downtown,Manhattan,Submarket,12/1/16,2458
All Downtown,Manhattan,Submarket,1/1/17,2750
All Downtown,Manhattan,Submarket,2/1/17,2739
All Downtown,Manhattan,Submarket,3/1/17,3073
All Downtown,Manhattan,Submarket,4/1/17,3026
All Downtown,Manhattan,Submarket,5/1/17,3270
All Midtown,Manhattan,Submarket,4/1/09,971
All Midtown,Manhattan,Submarket,5/1/09,995
All Midtown,Manhattan,Submarket,6/1/09,991
All Midtown,Manhattan,Submarket,7/1/09,990
All Midtown,Manhattan,Submarket,8/1/09,949
All Midtown,Manhattan,Submarket,9/1/09,899
All Midtown,Manhattan,Submarket,10/1/09,891
All Midtown,Manhattan,Submarket,11/1/09,889
All Midtown,Manhattan,Submarket,12/1/09,873
All Midtown,Manhattan,Submarket,1/1/10,861
All Midtown,Manhattan,Submarket,11/1/09,889
All Midtown,Manhattan,Submarket,3/1/10,789
All Midtown,Manhattan,Submarket,4/1/10,815
All Midtown,Manhattan,Submarket,5/1/10,751
All Midtown,Manhattan,Submarket,6/1/10,729
All Midtown,Manhattan,Submarket,7/1/10,680
All Midtown,Manhattan,Submarket,8/1/10,705
All Midtown,Manhattan,Submarket,9/1/10,669
All Midtown,Manhattan,Submarket,10/1/10,588
All Midtown,Manhattan,Submarket,11/1/10,559
All Midtown,Manhattan,Submarket,12/1/10,528
All Midtown,Manhattan,Submarket,1/1/11,553
All Midtown,Manhattan,Submarket,2/1/11,579
All Midtown,Manhattan,Submarket,3/1/11,641
All Midtown,Manhattan,Submarket,4/1/11,646
All Midtown,Manhattan,Submarket,5/1/11,649
All Midtown,Manhattan,Submarket,6/1/11,617
All Midtown,Manhattan,Submarket,7/1/11,530
All Midtown,Manhattan,Submarket,8/1/11,600
All Midtown,Manhattan,Submarket,9/1/11,608
All Midtown,Manhattan,Submarket,10/1/11,595
All Midtown,Manhattan,Submarket,11/1/11,601
All Midtown,Manhattan,Submarket,12/1/11,585
All Midtown,Manhattan,Submarket,1/1/12,615
All Midtown,Manhattan,Submarket,2/1/12,630
All Midtown,Manhattan,Submarket,3/1/12,698
All Midtown,Manhattan,Submarket,4/1/12,700
All Midtown,Manhattan,Submarket,5/1/12,752
All Midtown,Manhattan,Submarket,6/1/12,818
All Midtown,Manhattan,Submarket,7/1/12,821
All Midtown,Manhattan,Submarket,8/1/12,810
All Midtown,Manhattan,Submarket,9/1/12,736
All Midtown,Manhattan,Submarket,10/1/12,733
All Midtown,Manhattan,Submarket,11/1/12,745
All Midtown,Manhattan,Submarket,12/1/12,801
All Midtown,Manhattan,Submarket,1/1/13,928
All Midtown,Manhattan,Submarket,2/1/13,964
All Midtown,Manhattan,Submarket,3/1/13,1094
All Midtown,Manhattan,Submarket,4/1/13,1138
All Midtown,Manhattan,Submarket,5/1/13,1166
All Midtown,Manhattan,Submarket,6/1/13,1174
All Midtown,Manhattan,Submarket,7/1/13,1216
All Midtown,Manhattan,Submarket,8/1/13,1235
All Midtown,Manhattan,Submarket,9/1/13,1104
All Midtown,Manhattan,Submarket,10/1/13,1137
All Midtown,Manhattan,Submarket,11/1/13,1085
All Midtown,Manhattan,Submarket,12/1/13,1046
All Midtown,Manhattan,Submarket,1/1/14,1102
All Midtown,Manhattan,Submarket,2/1/14,1090
All Midtown,Manhattan,Submarket,3/1/14,1219
All Midtown,Manhattan,Submarket,4/1/14,1197
All Midtown,Manhattan,Submarket,5/1/14,1189
All Midtown,Manhattan,Submarket,6/1/14,1193
All Midtown,Manhattan,Submarket,7/1/14,1322
All Midtown,Manhattan,Submarket,8/1/14,1309
All Midtown,Manhattan,Submarket,9/1/14,1283
All Midtown,Manhattan,Submarket,10/1/14,1296
All Midtown,Manhattan,Submarket,11/1/14,1170
All Midtown,Manhattan,Submarket,12/1/14,1169
All Midtown,Manhattan,Submarket,1/1/15,1282
All Midtown,Manhattan,Submarket,2/1/15,1359
All Midtown,Manhattan,Submarket,3/1/15,1428
All Midtown,Manhattan,Submarket,4/1/15,1465
All Midtown,Manhattan,Submarket,5/1/15,1424
All Midtown,Manhattan,Submarket,6/1/15,1484
All Midtown,Manhattan,Submarket,7/1/15,1492
All Midtown,Manhattan,Submarket,8/1/15,1497
All Midtown,Manhattan,Submarket,9/1/15,1338
All Midtown,Manhattan,Submarket,10/1/15,1331
All Midtown,Manhattan,Submarket,11/1/15,1250
All Midtown,Manhattan,Submarket,12/1/15,1741
All Midtown,Manhattan,Submarket,1/1/16,1959
All Midtown,Manhattan,Submarket,2/1/16,1930
All Midtown,Manhattan,Submarket,3/1/16,2010
All Midtown,Manhattan,Submarket,4/1/16,1346
All Midtown,Manhattan,Submarket,5/1/16,1432
All Midtown,Manhattan,Submarket,6/1/16,1543
All Midtown,Manhattan,Submarket,7/1/16,1558
All Midtown,Manhattan,Submarket,8/1/16,1586
All Midtown,Manhattan,Submarket,9/1/16,2164
All Midtown,Manhattan,Submarket,10/1/16,2132
All Midtown,Manhattan,Submarket,11/1/16,2048
All Midtown,Manhattan,Submarket,12/1/16,1907
All Midtown,Manhattan,Submarket,1/1/17,2128
All Midtown,Manhattan,Submarket,2/1/17,2052
All Midtown,Manhattan,Submarket,3/1/17,2242
All Midtown,Manhattan,Submarket,4/1/17,2278
All Midtown,Manhattan,Submarket,5/1/17,2440
All Upper West Side,Manhattan,Submarket,4/1/09,550
All Upper West Side,Manhattan,Submarket,5/1/09,606
All Upper West Side,Manhattan,Submarket,6/1/09,574
All Upper West Side,Manhattan,Submarket,7/1/09,589
All Upper West Side,Manhattan,Submarket,8/1/09,567
All Upper West Side,Manhattan,Submarket,9/1/09,587
All Upper West Side,Manhattan,Submarket,10/1/09,602
All Upper West Side,Manhattan,Submarket,11/1/09,545
All Upper West Side,Manhattan,Submarket,12/1/09,532
All Upper West Side,Manhattan,Submarket,1/1/10,544
All Upper West Side,Manhattan,Submarket,2/1/10,525
All Upper West Side,Manhattan,Submarket,3/1/10,477
All Upper West Side,Manhattan,Submarket,4/1/10,487
All Upper West Side,Manhattan,Submarket,5/1/10,460
All Upper West Side,Manhattan,Submarket,6/1/10,448
All Upper West Side,Manhattan,Submarket,7/1/10,408
All Upper West Side,Manhattan,Submarket,8/1/10,373
All Upper West Side,Manhattan,Submarket,9/1/10,350
All Upper West Side,Manhattan,Submarket,10/1/10,362
All Upper West Side,Manhattan,Submarket,11/1/10,348
All Upper West Side,Manhattan,Submarket,12/1/10,318
All Upper West Side,Manhattan,Submarket,1/1/11,324
All Upper West Side,Manhattan,Submarket,2/1/11,343
All Upper West Side,Manhattan,Submarket,3/1/11,394
All Upper West Side,Manhattan,Submarket,4/1/11,363
All Upper West Side,Manhattan,Submarket,5/1/11,413
All Upper West Side,Manhattan,Submarket,6/1/11,406
All Upper West Side,Manhattan,Submarket,7/1/11,371
All Upper West Side,Manhattan,Submarket,8/1/11,388
All Upper West Side,Manhattan,Submarket,9/1/11,424
All Upper West Side,Manhattan,Submarket,10/1/11,432
All Upper West Side,Manhattan,Submarket,11/1/11,383
All Upper West Side,Manhattan,Submarket,12/1/11,367
All Upper West Side,Manhattan,Submarket,1/1/12,410
All Upper West Side,Manhattan,Submarket,2/1/12,418
All Upper West Side,Manhattan,Submarket,3/1/12,444
All Upper West Side,Manhattan,Submarket,4/1/12,465
All Upper West Side,Manhattan,Submarket,5/1/12,526
All Upper West Side,Manhattan,Submarket,6/1/12,568
All Upper West Side,Manhattan,Submarket,7/1/12,541
All Upper West Side,Manhattan,Submarket,8/1/12,546
All Upper West Side,Manhattan,Submarket,9/1/12,455
All Upper West Side,Manhattan,Submarket,10/1/12,464
All Upper West Side,Manhattan,Submarket,11/1/12,482
All Upper West Side,Manhattan,Submarket,12/1/12,513
All Upper West Side,Manhattan,Submarket,10/1/09,602
All Upper West Side,Manhattan,Submarket,2/1/13,609
All Upper West Side,Manhattan,Submarket,3/1/13,660
All Upper West Side,Manhattan,Submarket,4/1/13,731
All Upper West Side,Manhattan,Submarket,5/1/13,752
All Upper West Side,Manhattan,Submarket,6/1/13,814
All Upper West Side,Manhattan,Submarket,7/1/13,820
All Upper West Side,Manhattan,Submarket,8/1/13,797
All Upper West Side,Manhattan,Submarket,9/1/13,758
All Upper West Side,Manhattan,Submarket,10/1/13,736
All Upper West Side,Manhattan,Submarket,11/1/13,708
All Upper West Side,Manhattan,Submarket,12/1/13,773
All Upper West Side,Manhattan,Submarket,1/1/14,765
All Upper West Side,Manhattan,Submarket,2/1/14,808
All Upper West Side,Manhattan,Submarket,3/1/14,826
All Upper West Side,Manhattan,Submarket,4/1/14,819
All Upper West Side,Manhattan,Submarket,5/1/14,900
All Upper West Side,Manhattan,Submarket,6/1/14,942
All Upper West Side,Manhattan,Submarket,7/1/14,1096
All Upper West Side,Manhattan,Submarket,8/1/14,982
All Upper West Side,Manhattan,Submarket,9/1/14,862
All Upper West Side,Manhattan,Submarket,10/1/14,872
All Upper West Side,Manhattan,Submarket,11/1/14,810
All Upper West Side,Manhattan,Submarket,12/1/14,771
All Upper West Side,Manhattan,Submarket,1/1/15,844
All Upper West Side,Manhattan,Submarket,2/1/15,768
All Upper West Side,Manhattan,Submarket,3/1/15,863
All Upper West Side,Manhattan,Submarket,4/1/15,890
All Upper West Side,Manhattan,Submarket,5/1/15,944
All Upper West Side,Manhattan,Submarket,6/1/15,1037
All Upper West Side,Manhattan,Submarket,7/1/15,1053
All Upper West Side,Manhattan,Submarket,8/1/15,910
All Upper West Side,Manhattan,Submarket,9/1/15,789
All Upper West Side,Manhattan,Submarket,10/1/15,790
All Upper West Side,Manhattan,Submarket,11/1/15,707
All Upper West Side,Manhattan,Submarket,12/1/15,1132
All Upper West Side,Manhattan,Submarket,1/1/16,1170
All Upper West Side,Manhattan,Submarket,2/1/16,1167
All Upper West Side,Manhattan,Submarket,3/1/16,1225
All Upper West Side,Manhattan,Submarket,4/1/16,1182
All Upper West Side,Manhattan,Submarket,5/1/16,1325
All Upper West Side,Manhattan,Submarket,6/1/16,1428
All Upper West Side,Manhattan,Submarket,7/1/16,1472
All Upper West Side,Manhattan,Submarket,8/1/16,1505
All Upper West Side,Manhattan,Submarket,9/1/16,1367
All Upper West Side,Manhattan,Submarket,9/1/16,1367
All Upper West Side,Manhattan,Submarket,11/1/16,1279
All Upper West Side,Manhattan,Submarket,12/1/16,1210
All Upper West Side,Manhattan,Submarket,1/1/17,1249
All Upper West Side,Manhattan,Submarket,2/1/17,1224
All Upper West Side,Manhattan,Submarket,3/1/17,1356
All Upper West Side,Manhattan,Submarket,4/1/17,1358
All Upper West Side,Manhattan,Submarket,5/1/17,1512
All Upper East Side,Manhattan,Submarket,4/1/09,689
All Upper East Side,Manhattan,Submarket,5/1/09,686
All Upper East Side,Manhattan,Submarket,6/1/09,713
All Upper East Side,Manhattan,Submarket,7/1/09,729
All Upper East Side,Manhattan,Submarket,8/1/09,665
All Upper East Side,Manhattan,Submarket,9/1/09,613
All Upper East Side,Manhattan,Submarket,10/1/09,587
All Upper East Side,Manhattan,Submarket,11/1/09,573
All Upper East Side,Manhattan,Submarket,12/1/09,555
All Upper East Side,Manhattan,Submarket,1/1/10,549
All Upper East Side,Manhattan,Submarket,2/1/10,577
All Upper East Side,Manhattan,Submarket,3/1/10,520
All Upper East Side,Manhattan,Submarket,4/1/10,534
All Upper East Side,Manhattan,Submarket,5/1/10,544
All Upper East Side,Manhattan,Submarket,6/1/10,519
All Upper East Side,Manhattan,Submarket,7/1/10,465
All Upper East Side,Manhattan,Submarket,8/1/10,385
All Upper East Side,Manhattan,Submarket,9/1/10,382
All Upper East Side,Manhattan,Submarket,9/1/10,382
All Upper East Side,Manhattan,Submarket,11/1/10,356
All Upper East Side,Manhattan,Submarket,12/1/10,354
All Upper East Side,Manhattan,Submarket,1/1/11,370
All Upper East Side,Manhattan,Submarket,2/1/11,406
All Upper East Side,Manhattan,Submarket,3/1/11,471
All Upper East Side,Manhattan,Submarket,4/1/11,438
All Upper East Side,Manhattan,Submarket,5/1/11,422
All Upper East Side,Manhattan,Submarket,6/1/11,378
All Upper East Side,Manhattan,Submarket,11/1/10,356
All Upper East Side,Manhattan,Submarket,8/1/11,379
All Upper East Side,Manhattan,Submarket,9/1/11,348
All Upper East Side,Manhattan,Submarket,10/1/11,343
All Upper East Side,Manhattan,Submarket,11/1/11,337
All Upper East Side,Manhattan,Submarket,12/1/11,312
All Upper East Side,Manhattan,Submarket,1/1/12,362
All Upper East Side,Manhattan,Submarket,6/1/11,378
All Upper East Side,Manhattan,Submarket,3/1/12,439
All Upper East Side,Manhattan,Submarket,4/1/12,459
All Upper East Side,Manhattan,Submarket,5/1/12,510
All Upper East Side,Manhattan,Submarket,6/1/12,528
All Upper East Side,Manhattan,Submarket,1/1/10,549
All Upper East Side,Manhattan,Submarket,4/1/10,534
All Upper East Side,Manhattan,Submarket,9/1/12,518
All Upper East Side,Manhattan,Submarket,10/1/12,545
All Upper East Side,Manhattan,Submarket,10/1/12,545
All Upper East Side,Manhattan,Submarket,12/1/12,541
All Upper East Side,Manhattan,Submarket,1/1/13,657
All Upper East Side,Manhattan,Submarket,2/1/13,634
All Upper East Side,Manhattan,Submarket,3/1/13,671
All Upper East Side,Manhattan,Submarket,4/1/13,733
All Upper East Side,Manhattan,Submarket,5/1/13,788
All Upper East Side,Manhattan,Submarket,6/1/13,848
All Upper East Side,Manhattan,Submarket,7/1/13,917
All Upper East Side,Manhattan,Submarket,8/1/13,919
All Upper East Side,Manhattan,Submarket,9/1/13,798
All Upper East Side,Manhattan,Submarket,10/1/13,886
All Upper East Side,Manhattan,Submarket,11/1/13,809
All Upper East Side,Manhattan,Submarket,12/1/13,725
All Upper East Side,Manhattan,Submarket,1/1/14,734
All Upper East Side,Manhattan,Submarket,2/1/14,791
All Upper East Side,Manhattan,Submarket,3/1/14,833
All Upper East Side,Manhattan,Submarket,4/1/14,815
All Upper East Side,Manhattan,Submarket,5/1/14,849
All Upper East Side,Manhattan,Submarket,6/1/14,837
All Upper East Side,Manhattan,Submarket,7/1/14,957
All Upper East Side,Manhattan,Submarket,8/1/14,928
All Upper East Side,Manhattan,Submarket,9/1/14,937
All Upper East Side,Manhattan,Submarket,10/1/14,877
All Upper East Side,Manhattan,Submarket,11/1/14,757
All Upper East Side,Manhattan,Submarket,12/1/14,702
All Upper East Side,Manhattan,Submarket,1/1/15,780
All Upper East Side,Manhattan,Submarket,2/1/15,770
All Upper East Side,Manhattan,Submarket,3/1/15,856
All Upper East Side,Manhattan,Submarket,4/1/15,953
All Upper East Side,Manhattan,Submarket,5/1/15,988
All Upper East Side,Manhattan,Submarket,6/1/15,935
All Upper East Side,Manhattan,Submarket,7/1/15,955
All Upper East Side,Manhattan,Submarket,8/1/15,968
All Upper East Side,Manhattan,Submarket,9/1/15,927
All Upper East Side,Manhattan,Submarket,10/1/15,972
All Upper East Side,Manhattan,Submarket,11/1/15,880
