Area,Boro,Area Type,Date,Median Price
Concourse,Bronx,neighborhood,2012-11,1312.5
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2013-10,1375
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2013-10,1375
Concourse,Bronx,neighborhood,2013-10,1375
Concourse,Bronx,neighborhood,2014-02,1325
Concourse,Bronx,neighborhood,2014-03,1402
Concourse,Bronx,neighborhood,2014-04,1385.5
Concourse,Bronx,neighborhood,2014-05,1399.5
Concourse,Bronx,neighborhood,2012-05,1150
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2014-08,1260
Concourse,Bronx,neighborhood,2012-02,1250
Concourse,Bronx,neighborhood,2014-10,1295
Concourse,Bronx,neighborhood,2014-10,1295
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2014-02,1325
Concourse,Bronx,neighborhood,2012-10,1300
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2012-10,1300
Concourse,Bronx,neighborhood,2012-10,1300
Concourse,Bronx,neighborhood,2014-02,1325
Concourse,Bronx,neighborhood,2010-01,
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2012-07,1350
Concourse,Bronx,neighborhood,2016-05,1370
Concourse,Bronx,neighborhood,2016-06,1425
Concourse,Bronx,neighborhood,2016-07,1487.5
Concourse,Bronx,neighborhood,2016-08,1525
Concourse,Bronx,neighborhood,2016-09,1495
Concourse,Bronx,neighborhood,2016-09,1495
Concourse,Bronx,neighborhood,2016-11,1450
Concourse,Bronx,neighborhood,2016-09,1495
Concourse,Bronx,neighborhood,2016-09,1495
Concourse,Bronx,neighborhood,2014-05,1399.5
Concourse,Bronx,neighborhood,2017-03,1400
Concourse,Bronx,neighborhood,2017-04,1497
Concourse,Bronx,neighborhood,2017-05,1499.5
Concourse,Bronx,neighborhood,2017-06,1500
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2012-11,1425
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2015-03,1700
Coney Island,Brooklyn,neighborhood,2015-04,1775
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2015-06,1860
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2015-09,1950
Coney Island,Brooklyn,neighborhood,2015-10,1925
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2016-01,1850
Coney Island,Brooklyn,neighborhood,2015-10,1925
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2016-05,1910.5
Coney Island,Brooklyn,neighborhood,2016-06,1832
Coney Island,Brooklyn,neighborhood,2016-07,1855.5
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2016-10,1749
Coney Island,Brooklyn,neighborhood,2016-11,1762
Coney Island,Brooklyn,neighborhood,2016-12,1787
Coney Island,Brooklyn,neighborhood,2016-01,1850
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2017-03,1974.5
Coney Island,Brooklyn,neighborhood,2010-01,
Coney Island,Brooklyn,neighborhood,2017-05,1975
Coney Island,Brooklyn,neighborhood,2017-06,1899
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-05,1150
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2014-04,1500
Corona,Queens,neighborhood,2014-04,1500
Corona,Queens,neighborhood,2014-06,1493
Corona,Queens,neighborhood,2014-04,1500
Corona,Queens,neighborhood,2014-04,1500
Corona,Queens,neighborhood,2014-09,1497.5
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2010-02,
Corona,Queens,neighborhood,2014-12,1550
Corona,Queens,neighborhood,2015-01,1525
Corona,Queens,neighborhood,2014-12,1550
Corona,Queens,neighborhood,2015-03,1575
Corona,Queens,neighborhood,2015-04,1595
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2015-05,1650
Corona,Queens,neighborhood,2016-01,1612.5
Corona,Queens,neighborhood,2016-02,1695
Corona,Queens,neighborhood,2016-03,1760
Corona,Queens,neighborhood,2016-04,1785
Corona,Queens,neighborhood,2016-04,1785
Corona,Queens,neighborhood,2016-06,1780
Corona,Queens,neighborhood,2016-07,1755
Corona,Queens,neighborhood,2016-08,1847.5
Corona,Queens,neighborhood,2016-09,1777.5
Corona,Queens,neighborhood,2016-10,1860
Corona,Queens,neighborhood,2016-11,1790
Corona,Queens,neighborhood,2016-06,1780
Corona,Queens,neighborhood,2016-06,1780
Corona,Queens,neighborhood,2017-02,1765
Corona,Queens,neighborhood,2017-03,1767.5
Corona,Queens,neighborhood,2017-04,1802.5
Corona,Queens,neighborhood,2017-05,1800
Corona,Queens,neighborhood,2017-05,1800
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Country Club,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crotona Park East,Bronx,neighborhood,2010-01,
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2010-03,1925
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2010-05,1675
Crown Heights,Brooklyn,neighborhood,2010-06,1425
Crown Heights,Brooklyn,neighborhood,2010-07,1400
Crown Heights,Brooklyn,neighborhood,2010-08,1300
Crown Heights,Brooklyn,neighborhood,2010-07,1400
Crown Heights,Brooklyn,neighborhood,2010-07,1400
Crown Heights,Brooklyn,neighborhood,2010-11,1460
Crown Heights,Brooklyn,neighborhood,2010-12,1430
Crown Heights,Brooklyn,neighborhood,2010-11,1460
Crown Heights,Brooklyn,neighborhood,2011-02,1350
Crown Heights,Brooklyn,neighborhood,2011-02,1350
Crown Heights,Brooklyn,neighborhood,2011-02,1350
Crown Heights,Brooklyn,neighborhood,2010-06,1425
Crown Heights,Brooklyn,neighborhood,2011-06,1455
Crown Heights,Brooklyn,neighborhood,2011-07,1500
Crown Heights,Brooklyn,neighborhood,2011-06,1455
Crown Heights,Brooklyn,neighborhood,2011-09,1590
Crown Heights,Brooklyn,neighborhood,2011-09,1590
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2011-07,1500
Crown Heights,Brooklyn,neighborhood,2012-01,1525
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2012-03,1625
Crown Heights,Brooklyn,neighborhood,2012-04,1662.5
Crown Heights,Brooklyn,neighborhood,2012-05,1682.5
Crown Heights,Brooklyn,neighborhood,2012-06,1587.5
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2012-08,1775
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2012-10,1512.5
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2012-04,1662.5
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2010-01,1795
Crown Heights,Brooklyn,neighborhood,2013-08,1750
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2010-05,1675
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2013-12,1595
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2011-07,1500
Crown Heights,Brooklyn,neighborhood,2011-11,1600
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2014-06,1850
Crown Heights,Brooklyn,neighborhood,2014-07,1912.5
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2013-08,1750
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2014-12,1655
Crown Heights,Brooklyn,neighborhood,2015-01,1650
Crown Heights,Brooklyn,neighborhood,2015-01,1650
Crown Heights,Brooklyn,neighborhood,2015-01,1650
Crown Heights,Brooklyn,neighborhood,2015-04,1649
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2012-09,1700
Crown Heights,Brooklyn,neighborhood,2012-08,1775
Crown Heights,Brooklyn,neighborhood,2015-08,1950
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2015-10,1800
Crown Heights,Brooklyn,neighborhood,2015-10,1800
Crown Heights,Brooklyn,neighborhood,2015-10,1800
Crown Heights,Brooklyn,neighborhood,2015-10,1800
Crown Heights,Brooklyn,neighborhood,2014-06,1850
Crown Heights,Brooklyn,neighborhood,2016-03,1897.5
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2016-05,1982.5
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2015-08,1950
Crown Heights,Brooklyn,neighborhood,2015-08,1950
Crown Heights,Brooklyn,neighborhood,2016-10,1970
Crown Heights,Brooklyn,neighborhood,2016-11,1823
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2015-08,1950
Crown Heights,Brooklyn,neighborhood,2010-02,1900
Crown Heights,Brooklyn,neighborhood,2017-04,1995
Crown Heights,Brooklyn,neighborhood,2017-05,1975
Crown Heights,Brooklyn,neighborhood,2017-04,1995
DUMBO,Brooklyn,neighborhood,2010-02,3000
DUMBO,Brooklyn,neighborhood,2010-02,3000
DUMBO,Brooklyn,neighborhood,2010-04,2875
DUMBO,Brooklyn,neighborhood,2010-05,2825
DUMBO,Brooklyn,neighborhood,2010-06,2750
DUMBO,Brooklyn,neighborhood,2010-07,3200
DUMBO,Brooklyn,neighborhood,2010-08,3250
DUMBO,Brooklyn,neighborhood,2010-09,3300
DUMBO,Brooklyn,neighborhood,2010-02,3000
DUMBO,Brooklyn,neighborhood,2010-09,3300
DUMBO,Brooklyn,neighborhood,2010-12,3275
DUMBO,Brooklyn,neighborhood,2011-01,3295
DUMBO,Brooklyn,neighborhood,2011-02,3272.5
DUMBO,Brooklyn,neighborhood,2011-03,3297.5
DUMBO,Brooklyn,neighborhood,2010-02,3000
DUMBO,Brooklyn,neighborhood,2010-02,3000
DUMBO,Brooklyn,neighborhood,2010-02,3000
DUMBO,Brooklyn,neighborhood,2010-02,3000
DUMBO,Brooklyn,neighborhood,2010-07,3200
DUMBO,Brooklyn,neighborhood,2011-09,3337.5
DUMBO,Brooklyn,neighborhood,2011-10,3550
DUMBO,Brooklyn,neighborhood,2011-11,3100
DUMBO,Brooklyn,neighborhood,2011-12,3050
DUMBO,Brooklyn,neighborhood,2011-11,3100
DUMBO,Brooklyn,neighborhood,2011-11,3100
DUMBO,Brooklyn,neighborhood,2011-11,3100
DUMBO,Brooklyn,neighborhood,2012-04,2900
DUMBO,Brooklyn,neighborhood,2012-05,2972.5
DUMBO,Brooklyn,neighborhood,2011-11,3100
DUMBO,Brooklyn,neighborhood,2010-07,3200
DUMBO,Brooklyn,neighborhood,2012-08,3400
DUMBO,Brooklyn,neighborhood,2012-09,3447.5
DUMBO,Brooklyn,neighborhood,2011-10,3550
DUMBO,Brooklyn,neighborhood,2012-11,3575
DUMBO,Brooklyn,neighborhood,2012-12,4075
DUMBO,Brooklyn,neighborhood,2013-01,4000
DUMBO,Brooklyn,neighborhood,2013-02,3350
DUMBO,Brooklyn,neighborhood,2012-08,3400
DUMBO,Brooklyn,neighborhood,2012-08,3400
DUMBO,Brooklyn,neighborhood,2013-05,3375
DUMBO,Brooklyn,neighborhood,2012-08,3400
DUMBO,Brooklyn,neighborhood,2013-07,3475
DUMBO,Brooklyn,neighborhood,2013-08,3650
DUMBO,Brooklyn,neighborhood,2013-08,3650
DUMBO,Brooklyn,neighborhood,2012-08,3400
DUMBO,Brooklyn,neighborhood,2012-08,3400
DUMBO,Brooklyn,neighborhood,2012-08,3400
DUMBO,Brooklyn,neighborhood,2013-08,3650
DUMBO,Brooklyn,neighborhood,2014-02,3600
DUMBO,Brooklyn,neighborhood,2012-11,3575
DUMBO,Brooklyn,neighborhood,2014-04,3675
DUMBO,Brooklyn,neighborhood,2014-05,3700
DUMBO,Brooklyn,neighborhood,2014-06,3725
DUMBO,Brooklyn,neighborhood,2014-05,3700
DUMBO,Brooklyn,neighborhood,2014-08,3750
DUMBO,Brooklyn,neighborhood,2013-08,3650
DUMBO,Brooklyn,neighborhood,2014-10,3708
DUMBO,Brooklyn,neighborhood,2014-11,3790
DUMBO,Brooklyn,neighborhood,2013-08,3650
DUMBO,Brooklyn,neighborhood,2014-05,3700
DUMBO,Brooklyn,neighborhood,2015-02,3685
DUMBO,Brooklyn,neighborhood,2015-03,3775
DUMBO,Brooklyn,neighborhood,2015-04,3741.5
DUMBO,Brooklyn,neighborhood,2015-05,3800
DUMBO,Brooklyn,neighborhood,2015-06,3995
DUMBO,Brooklyn,neighborhood,2015-07,3716.5
